card_id,name,set_code,supertype,subtypes,hp,types,evolves_from,retreat_cost,weaknesses,rarity,attacks_json,abilities_json,flavor_text
base1-56,Onix,base1,Pokémon,Basic,90,Fighting,,Colorless|Colorless|Colorless,Grass,Common,"[{""name"": ""Rock Throw"", ""cost"": [""Fighting""], ""damage"": ""10"", ""text"": """"}, {""name"": ""Harden"", ""cost"": [""Fighting"", ""Fighting""], ""damage"": """", ""text"": ""During your opponent's next turn, whenever 30 or less damage is done to Onix (after applying Weakness and Resistance), prevent that damage. (Any other effects of attacks still happen.)""}]",[],"As it grows, the stone portions of its body harden to become similar to a diamond, though colored black."
base1-57,Pidgey,base1,Pokémon,Basic,40,Colorless,,Colorless,Lightning,Common,"[{""name"": ""Whirlwind"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""10"", ""text"": ""If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.)""}]",[],A common sight in forests and woods. It flaps its wings at ground level to kick up blinding sand.
base1-58,Pikachu,base1,Pokémon,Basic,40,Lightning,,Colorless,Fighting,Common,"[{""name"": ""Gnaw"", ""cost"": [""Colorless""], ""damage"": ""10"", ""text"": """"}, {""name"": ""Thunder Jolt"", ""cost"": [""Lightning"", ""Colorless""], ""damage"": ""30"", ""text"": ""Flip a coin. If tails, Pikachu does 10 damage to itself.""}]",[],"When several of these Pokémon gather, their electricity can cause lightning storms."
base1-59,Poliwag,base1,Pokémon,Basic,40,Water,,Colorless,Grass,Common,"[{""name"": ""Water Gun"", ""cost"": [""Water""], ""damage"": ""10+"", ""text"": ""Does 10 damage plus 10 more damage for each Water Energy attached to Poliwag but not used to pay for this attack's Energy cost. Extra Water Energy after the 2nd don't count.""}]",[],Its newly grown legs prevent it from running. It appears to prefer swimming over trying to stand.
base1-60,Ponyta,base1,Pokémon,Basic,40,Fire,,Colorless,Water,Common,"[{""name"": ""Smash Kick"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": """"}, {""name"": ""Flame Tail"", ""cost"": [""Fire"", ""Fire""], ""damage"": ""30"", ""text"": """"}]",[],Its hooves are 10 times harder than diamonds. It can trample anything flat in moments.
base1-61,Rattata,base1,Pokémon,Basic,30,Colorless,,,Fighting,Common,"[{""name"": ""Bite"", ""cost"": [""Colorless""], ""damage"": ""20"", ""text"": """"}]",[],"Bites anything when it attacks. Small and very quick, it is a common sight in many places."
base1-62,Sandshrew,base1,Pokémon,Basic,40,Fighting,,Colorless,Grass,Common,"[{""name"": ""Sand-attack"", ""cost"": [""Fighting""], ""damage"": ""10"", ""text"": ""If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.""}]",[],Burrows deep underground in arid locations far from water. It only emerges to hunt for food.
base1-63,Squirtle,base1,Pokémon,Basic,40,Water,,Colorless,Lightning,Common,"[{""name"": ""Bubble"", ""cost"": [""Water""], ""damage"": ""10"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}, {""name"": ""Withdraw"", ""cost"": [""Water"", ""Colorless""], ""damage"": """", ""text"": ""Flip a coin. If heads, prevent all damage done to Squirtle during your opponent's next turn. (Any other effects of attacks still happen.)""}]",[],"After birth, its back swells and hardens into a shell. It powerfully sprays foam from its mouth."
base1-64,Starmie,base1,Pokémon,Stage 1,60,Water,Staryu,Colorless,Lightning,Common,"[{""name"": ""Recover"", ""cost"": [""Water"", ""Water""], ""damage"": """", ""text"": ""Discard 1 Water Energy card attached to Starmie in order to use this attack. Remove all damage counters from Starmie.""}, {""name"": ""Star Freeze"", ""cost"": [""Water"", ""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}]",[],Its central core glows with the seven colors of the rainbow. Some people value this core as a gem.
base1-65,Staryu,base1,Pokémon,Basic,40,Water,,Colorless,Lightning,Common,"[{""name"": ""Slap"", ""cost"": [""Water""], ""damage"": ""20"", ""text"": """"}]",[],An enigmatic Pokémon that can effortlessly regenerate any appendage it loses in battle.
base1-66,Tangela,base1,Pokémon,Basic,50,Grass,,Colorless|Colorless,Fire,Common,"[{""name"": ""Bind"", ""cost"": [""Grass"", ""Colorless""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}, {""name"": ""Poisonpowder"", ""cost"": [""Grass"", ""Grass"", ""Grass""], ""damage"": ""20"", ""text"": ""The Defending Pokémon is now Poisoned.""}]",[],Its whole body is swathed with wide vines that are similar to seaweed. These vines shake as it walks.
base1-67,Voltorb,base1,Pokémon,Basic,40,Lightning,,Colorless,Fighting,Common,"[{""name"": ""Tackle"", ""cost"": [""Colorless""], ""damage"": ""10"", ""text"": """"}]",[],"Usually found in power plants. Easily mistaken for a Monster Ball, it has zapped many people."
base1-68,Vulpix,base1,Pokémon,Basic,50,Fire,,Colorless,Water,Common,"[{""name"": ""Confuse Ray"", ""cost"": [""Fire"", ""Fire""], ""damage"": ""10"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Confused.""}]",[],"At the time of birth, it has just one tail. Its tail splits from the tip as it grows older."
base1-69,Weedle,base1,Pokémon,Basic,40,Grass,,Colorless,Fire,Common,"[{""name"": ""Poison Sting"", ""cost"": [""Grass""], ""damage"": ""10"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Poisoned.""}]",[],"Often found in forests, eating leaves. It has a sharp, venomous stinger on its head."
base1-70,Clefairy Doll,base1,Trainer,,10,,,,,Rare,[],[],
base1-71,Computer Search,base1,Trainer,,,,,,,Rare,[],[],
base1-72,Devolution Spray,base1,Trainer,,,,,,,Rare,[],[],
base1-73,Impostor Professor Oak,base1,Trainer,,,,,,,Rare,[],[],
base1-74,Item Finder,base1,Trainer,,,,,,,Rare,[],[],
base1-75,Lass,base1,Trainer,,,,,,,Rare,[],[],
base1-76,Pokémon Breeder,base1,Trainer,,,,,,,Rare,[],[],
base1-77,Pokémon Trader,base1,Trainer,,,,,,,Rare,[],[],
base1-78,Scoop Up,base1,Trainer,,,,,,,Rare,[],[],
base1-79,Super Energy Removal,base1,Trainer,,,,,,,Rare,[],[],
base1-80,Defender,base1,Trainer,,,,,,,Uncommon,[],[],
base1-81,Energy Retrieval,base1,Trainer,,,,,,,Uncommon,[],[],
base1-82,Full Heal,base1,Trainer,,,,,,,Uncommon,[],[],
base1-83,Maintenance,base1,Trainer,,,,,,,Uncommon,[],[],
base1-84,PlusPower,base1,Trainer,,,,,,,Uncommon,[],[],
base1-85,Pokémon Center,base1,Trainer,,,,,,,Uncommon,[],[],
base1-86,Pokémon Flute,base1,Trainer,,,,,,,Uncommon,[],[],
base1-87,Pokédex,base1,Trainer,,,,,,,Uncommon,[],[],
base1-88,Professor Oak,base1,Trainer,,,,,,,Uncommon,[],[],
base1-89,Revive,base1,Trainer,,,,,,,Uncommon,[],[],
base1-90,Super Potion,base1,Trainer,,,,,,,Uncommon,[],[],
base1-91,Bill,base1,Trainer,,,,,,,Common,[],[],
base1-92,Energy Removal,base1,Trainer,,,,,,,Common,[],[],
base1-93,Gust of Wind,base1,Trainer,,,,,,,Common,[],[],
base1-94,Potion,base1,Trainer,,,,,,,Common,[],[],
base1-95,Switch,base1,Trainer,,,,,,,Common,[],[],
base1-96,Double Colorless Energy,base1,Energy,Special,,,,,,Uncommon,[],[],
base1-97,Fighting Energy,base1,Energy,Basic,,,,,,,[],[],
base1-98,Fire Energy,base1,Energy,Basic,,,,,,,[],[],
base1-99,Grass Energy,base1,Energy,Basic,,,,,,,[],[],
base1-100,Lightning Energy,base1,Energy,Basic,,,,,,,[],[],
base1-101,Psychic Energy,base1,Energy,Basic,,,,,,,[],[],
base1-102,Water Energy,base1,Energy,Basic,,,,,,,[],[],
base2-1,Clefable,base2,Pokémon,Stage 1,70,Colorless,Clefairy,Colorless|Colorless,Fighting,Rare Holo,"[{""name"": ""Metronome"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Choose 1 of the Defending Pokémon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type the Defending Pokémon is, Clefable's type is still Colorless.)""}, {""name"": ""Minimize"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": """", ""text"": ""All damage done by attacks to Clefable during your opponent's next turn is reduced by 20 (after applying Weakness and Resistance).""}]",[],A timid Fairy Pokémon that is rarely seen. It will run and hide the moment it senses people.
base2-2,Electrode,base2,Pokémon,Stage 1,90,Lightning,Voltorb,Colorless,Fighting,Rare Holo,"[{""name"": ""Tackle"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": """"}, {""name"": ""Chain Lightning"", ""cost"": [""Lightning"", ""Lightning"", ""Lightning""], ""damage"": ""20"", ""text"": ""If the Defending Pokémon isn't Colorless, this attack does 10 damage to each Benched Pokémon of the same type as the Defending Pokémon (including your own).""}]",[],It stores electrical energy under very high pressure. It often explodes with little or no provocation.
base2-3,Flareon,base2,Pokémon,Stage 1,70,Fire,Eevee,Colorless,Water,Rare Holo,"[{""name"": ""Quick Attack"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""10+"", ""text"": ""Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.""}, {""name"": ""Flamethrower"", ""cost"": [""Fire"", ""Fire"", ""Colorless"", ""Colorless""], ""damage"": ""60"", ""text"": ""Discard 1 Fire Energy card attached to Flareon in order to use this attack.""}]",[],"When storing thermal energy in its body, its temperature could soar to over 1600 degrees."
base2-4,Jolteon,base2,Pokémon,Stage 1,70,Lightning,Eevee,Colorless,Fighting,Rare Holo,"[{""name"": ""Quick Attack"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""10+"", ""text"": ""Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.""}, {""name"": ""Pin Missile"", ""cost"": [""Lightning"", ""Lightning"", ""Colorless""], ""damage"": ""20×"", ""text"": ""Flip 4 coins. This attack does 20 damage times the number of heads.""}]",[],"It accumulates negative ions from the atmosphere to blast out 10,000-volt lightning bolts."
base2-5,Kangaskhan,base2,Pokémon,Basic,90,Colorless,,Colorless|Colorless|Colorless,Fighting,Rare Holo,"[{""name"": ""Fetch"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Draw a card.""}, {""name"": ""Comet Punch"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""20×"", ""text"": ""Flip 4 coins. This attack does 20 damage times the number of heads.""}]",[],The infant rarely ventures out of its mother's protective pouch until it is three years old.
base2-6,Mr. Mime,base2,Pokémon,Basic,40,Psychic,,Colorless,Psychic,Rare Holo,"[{""name"": ""Meditate"", ""cost"": [""Psychic"", ""Colorless""], ""damage"": ""10+"", ""text"": ""Does 10 damage plus 10 more damage for each damage counter on the Defending Pokémon.""}]","[{""name"": ""Invisible Wall"", ""type"": ""Pokémon Power"", ""text"": ""Whenever an attack (including your own) does 30 or more damage to Mr. Mime (after applying Weakness and Resistance), prevent that damage. (Any other effects of attacks still happen.) This power can't be used if Mr. Mime is Asleep, Confused, or Paralyzed.""}]","If interrupted while miming, it will slap around the enemy with its broad hands."
base2-7,Nidoqueen,base2,Pokémon,Stage 2,90,Grass,Nidorina,Colorless|Colorless|Colorless,Psychic,Rare Holo,"[{""name"": ""Boyfriends"", ""cost"": [""Grass"", ""Colorless""], ""damage"": ""20+"", ""text"": ""Does 20 damage plus 20 more damage for each Nidoking you have in play.""}, {""name"": ""Mega Punch"", ""cost"": [""Grass"", ""Grass"", ""Colorless"", ""Colorless""], ""damage"": ""50"", ""text"": """"}]",[],Its hard scales provide strong protection. It uses its hefty bulk to execute powerful moves.
base2-8,Pidgeot,base2,Pokémon,Stage 2,80,Colorless,Pidgeotto,,Lightning,Rare Holo,"[{""name"": ""Wing Attack"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": """"}, {""name"": ""Hurricane"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""30"", ""text"": ""Unless this attack Knocks Out the Defending Pokémon, return the Defending Pokémon and all cards attached to it to your opponent's hand.""}]",[],"When hunting, it skims the surface of water at high speed to pick off unwary prey such as Magikarp."
base2-9,Pinsir,base2,Pokémon,Basic,60,Grass,,Colorless,Fire,Rare Holo,"[{""name"": ""Irongrip"", ""cost"": [""Grass"", ""Grass""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}, {""name"": ""Guillotine"", ""cost"": [""Grass"", ""Grass"", ""Colorless"", ""Colorless""], ""damage"": ""50"", ""text"": """"}]",[],"If it fails to crush the victim in its pincers, it will swing its victim around and toss it hard."
base2-10,Scyther,base2,Pokémon,Basic,70,Grass,,,Fire,Rare Holo,"[{""name"": ""Swords Dance"", ""cost"": [""Grass""], ""damage"": """", ""text"": ""During your next turn, Scyther's Slash attack's base damage is 60 instead of 30.""}, {""name"": ""Slash"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""30"", ""text"": """"}]",[],"With ninja-like agility and speed, it can create the illusion that there is more than one of it."
base2-11,Snorlax,base2,Pokémon,Basic,90,Colorless,,Colorless|Colorless|Colorless|Colorless,Fighting,Rare Holo,"[{""name"": ""Body Slam"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""30"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}]","[{""name"": ""Thick Skinned"", ""type"": ""Pokémon Power"", ""text"": ""Snorlax can't become Asleep, Confused, Paralyzed, or Poisoned. This power can't be used if Snorlax is already Asleep, Confused, or Paralyzed.""}]","Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful."
base2-12,Vaporeon,base2,Pokémon,Stage 1,80,Water,Eevee,Colorless,Lightning,Rare Holo,"[{""name"": ""Quick Attack"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""10+"", ""text"": ""Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.""}, {""name"": ""Water Gun"", ""cost"": [""Water"", ""Water"", ""Colorless""], ""damage"": ""30+"", ""text"": ""Does 30 damage plus 10 more damage for each Water Energy attached to Vaporeon but not used to pay for this attack's Energy cost. Extra Water Energy after the 2nd doesn't count.""}]",[],Lives close to water. Its long tail is ridged with a fin that is often mistaken for a mermaid's.
base2-13,Venomoth,base2,Pokémon,Stage 1,70,Grass,Venonat,,Fire,Rare Holo,"[{""name"": ""Venom Powder"", ""cost"": [""Grass"", ""Grass""], ""damage"": ""10"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Confused and Poisoned.""}]","[{""name"": ""Shift"", ""type"": ""Pokémon Power"", ""text"": ""Once during your turn (before your attack), you may change the type of Venomoth to the type of any other Pokémon in play other than Colorless. This power can't be used if Venomoth is Asleep, Confused, or Paralyzed.""}]",The dust-like scales covering its wings are color coded to indicate the kinds of poison it has.
base2-14,Victreebel,base2,Pokémon,Stage 2,80,Grass,Weepinbell,Colorless|Colorless,Fire,Rare Holo,"[{""name"": ""Lure"", ""cost"": [""Grass""], ""damage"": """", ""text"": ""If your opponent has any Benched Pokémon, choose 1 of them and switch it with his or her Active Pokémon.""}, {""name"": ""Acid"", ""cost"": [""Grass"", ""Grass""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon can't retreat during your next turn.""}]",[],"Said to live in huge colonies deep in jungles, although no one has ever returned from there."
base2-15,Vileplume,base2,Pokémon,Stage 2,80,Grass,Gloom,Colorless|Colorless,Fire,Rare Holo,"[{""name"": ""Petal Dance"", ""cost"": [""Grass"", ""Grass"", ""Grass""], ""damage"": ""40×"", ""text"": ""Flip 3 coins. This attack does 40 damage times the number of heads. Vileplume is now Confused (after doing damage).""}]","[{""name"": ""Heal"", ""type"": ""Pokémon Power"", ""text"": ""Once during your turn (before your attack), you may flip a coin. If heads, remove 1 damage counter from 1 of your Pokémon. This power can't be used if Vileplume is Asleep, Confused, or Paralyzed.""}]","The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up."
